Item,Description,Width,Rabbet Height,Lip Size,Length,Chop,Join,Group,UPC
FC-120CF,FC Oil & Wax #120 Cherry,0.5,1.062,0.188,,,25.21,Wood,
120CL,Clear Lacquer #120 Cherry,0.5,1.062,0.188,9.04,13.2,18.48,Wood,
FC-120CL,FC Clear Lacquer #120 Cherry,0.5,1.062,0.188,,,26.58,Wood,
120CG,Aged #120 Cherry,0.5,1.062,0.188,9.04,13.2,18.48,Wood,
FC-120CG,FC Aged #120 Cherry,0.5,1.062,0.188,,,26.58,Wood,
120CQ,Antique #120 Cherry,0.5,1.062,0.188,9.04,13.2,18.48,Wood,
FC-120CQ,FC Antique #120 Cherry,0.5,1.062,0.188,,,26.58,Wood,
120CD,Black Cherry #120 Cherry,0.5,1.062,0.188,9.04,13.2,18.48,Wood,
FC-120CD,FC Black Cherry #120 Cherry,0.5,1.062,0.188,,,27.27,Wood,
120MR,Raw #120 Maple,0.5,1.062,0.188,4.11,5.67,9.07,Wood,
FC-120MR,FC Raw #120 Maple,0.5,1.062,0.188,,,24.92,Wood,
120MF,Oil & Wax #120 Maple,0.5,1.062,0.188,7.37,10.17,14.24,Wood,
FC-120MF,FC Oil & Wax #120 Maple,0.5,1.062,0.188,,,25.61,Wood,
120ML,Clear Lacquer #120 Maple,0.5,1.062,0.188,7.64,10.54,14.76,Wood,
FC-120ML,FC Clear Lacquer #120 Maple,0.5,1.062,0.188,,,25.61,Wood,
120MW,WhiteWash #120 Maple,0.5,1.062,0.188,8.7,12.01,16.81,Wood,
FC-120MW,FC WhiteWash #120 Maple,0.5,1.062,0.188,,,26.3,Wood,
120MT,White #120 Maple,0.5,1.062,0.188,7.91,10.92,15.29,Wood,
FC-120MT,FC White #120 Maple,0.5,1.062,0.188,,,26.98,Wood,
120MK,Satin Black #120 Maple,0.5,1.062,0.188,7.91,10.92,15.29,Wood,
FC-120MK,FC Satin Black #120 Maple,0.5,1.062,0.188,,,26.98,Wood,
120MA,Warm White #120 Maple,0.5,1.062,0.188,7.91,10.92,15.29,Wood,
FC-120MA,FC Warm White #120 Maple,0.5,1.062,0.188,,,26.98,Wood,
120MI,Rising White #120 Maple,0.5,1.062,0.188,7.91,10.92,15.29,Wood,
FC-120MI,FC Rising White #120 Maple,0.5,1.062,0.188,,,26.98,Wood,
120M1,Light Grey #120 Maple,0.5,1.062,0.188,7.91,10.92,15.29,Wood,
FC-120M1,FC Light Grey #120 Maple,0.5,1.062,0.188,,,26.98,Wood,
120M2,Medium Grey #120 Maple,0.5,1.062,0.188,7.91,10.92,15.29,Wood,
FC-120M2,FC Medium Grey #120 Maple,0.5,1.062,0.188,,,26.98,Wood,
120M3,Dark Grey #120 Maple,0.5,1.062,0.188,7.91,10.92,15.29,Wood,
FC-120M3,FC Dark Grey #120 Maple,0.5,1.062,0.188,,,26.98,Wood,
120M9,Wheat #120 Maple,0.5,1.062,0.188,8.7,12.01,16.81,Wood,
FC-120M9,FC Wheat #120 Maple,0.5,1.062,0.188,,,26.98,Wood,
120OR,Raw #120 Oak,0.5,1.062,0.188,3.13,4.32,6.91,Wood,
FC-120OR,FC Raw #120 Oak,0.5,1.062,0.188,,,23.57,Wood,
120OF,Oil & Wax #120 Oak,0.5,1.062,0.188,6.39,8.82,12.35,Wood,
FC-120OF,FC Oil & Wax #120 Oak,0.5,1.062,0.188,,,24.26,Wood,
120OL,Clear Lacquer #120 Oak,0.5,1.062,0.188,6.66,9.19,12.87,Wood,
FC-120OL,FC Clear Lacquer #120 Oak,0.5,1.062,0.188,,,24.26,Wood,
120WR,Raw #120 Walnut,0.5,1.062,0.188,7.81,11.4,18.24,Wood,
FC-120WR,FC Raw #120 Walnut,0.5,1.062,0.188,,,30.65,Wood,
120WF,Oil & Wax #120 Walnut,0.5,1.062,0.188,12.4,18.1,25.34,Wood,
FC-120WF,FC Oil & Wax #120 Walnut,0.5,1.062,0.188,,,31.34,Wood,
120WP,Padauk #120 Walnut,0.5,1.062,0.188,13.24,19.33,27.06,Wood,
FC-120WP,FC Padauk #120 Walnut,0.5,1.062,0.188,,,32.03,Wood,
120WB,Special Dark #120 Walnut,0.5,1.062,0.188,13.24,19.33,27.06,Wood,
FC-120WB,FC Special Dark #120 Walnut,0.5,1.062,0.188,,,32.03,Wood,
120WE,Ebony #120 Walnut,0.5,1.062,0.188,12.4,18.1,25.34,Wood,
FC-120WE,FC Ebony #120 Walnut,0.5,1.062,0.188,,,32.03,Wood,
120WK,Satin Black #120 Walnut,0.5,1.062,0.188,11.61,16.95,23.73,Wood,
FC-120WK,FC Satin Black #120 Walnut,0.5,1.062,0.188,,,31.34,Wood,
120W1,Light Grey #120 Walnut,0.5,1.062,0.188,11.61,16.95,23.73,Wood,
FC-120W1,FC Light Grey #120 Walnut,0.5,1.062,0.188,,,31.34,Wood,
120W2,Medium Grey #120 Walnut,0.5,1.062,0.188,11.61,16.95,23.73,Wood,
FC-120W2,FC Medium Grey #120 Walnut,0.5,1.062,0.188,,,31.34,Wood,
120W3,Dark Grey #120 Walnut,0.5,1.062,0.188,11.61,16.95,23.73,Wood,
FC-120W3,FC Dark Grey #120 Walnut,0.5,1.062,0.188,,,31.34,Wood,
120VR,Raw #120 White Oak,0.5,1.062,0.188,5.44,8.98,14.37,Wood,
FC-120VR,FC Raw #120 White Oak,0.5,1.062,0.188,,,29.61,Wood,
120VF,Oil & Wax #120 White Oak,0.5,1.062,0.188,8.7,14.35,20.09,Wood,
FC-120VF,FC Oil & Wax #120 White Oak,0.5,1.062,0.188,,,30.29,Wood,
120VL,Clear Lacquer #120 White Oak,0.5,1.062,0.188,9.24,15.25,21.35,Wood,
FC-120VL,FC Clear Lacquer #120 White Oak,0.5,1.062,0.188,,,30.29,Wood,
120VC,Charcoal #120 White Oak,0.5,1.062,0.188,10.87,17.94,25.12,Wood,
FC-120VC,FC Charcoal #120 White Oak,0.5,1.062,0.188,,,30.98,Wood,
120VM,Mission #120 White Oak,0.5,1.062,0.188,10.87,17.94,25.12,Wood,
FC-120VM,FC Mission #120 White Oak,0.5,1.062,0.188,,,30.98,Wood,
120V7,Bleached #120 White Oak,0.5,1.062,0.188,10.87,17.94,25.12,Wood,
FC-120V7,FC Bleached #120 White Oak,0.5,1.062,0.188,,,30.98,Wood,
122AR,Raw #122 Ash,0.625,1.062,0.25,3.37,4.79,7.66,Wood,
FC-122AR,FC Raw #122 Ash,0.625,1.062,0.25,,,24.04,Wood,
122AF,Oil & Wax #122 Ash,0.625,1.062,0.25,6.63,9.41,13.17,Wood,
FC-122AF,FC Oil & Wax #122 Ash,0.625,1.062,0.25,,,24.73,Wood,
122AL,Clear Lacquer #122 Ash,0.625,1.062,0.25,7.17,10.18,14.25,Wood,
FC-122AL,FC Clear Lacquer #122 Ash,0.625,1.062,0.25,,,24.73,Wood,
122AW,WhiteWash #122 Ash,0.625,1.062,0.25,9.07,12.88,18.03,Wood,
FC-122AW,FC WhiteWash #122 Ash,0.625,1.062,0.25,,,25.42,Wood,
122AT,White #122 Ash,0.625,1.062,0.25,9.07,12.88,18.03,Wood,
FC-122AT,FC White #122 Ash,0.625,1.062,0.25,,,26.79,Wood,
122AK,Satin Black #122 Ash,0.625,1.062,0.25,9.07,12.88,18.03,Wood,
FC-122AK,FC Satin Black #122 Ash,0.625,1.062,0.25,,,26.79,Wood,
122AA,Warm White #122 Ash,0.625,1.062,0.25,9.07,12.88,18.03,Wood,
FC-122AA,FC Warm White #122 Ash,0.625,1.062,0.25,,,26.79,Wood,
122AC,Charcoal #122 Ash,0.625,1.062,0.25,9.07,12.88,18.03,Wood,
FC-122AC,FC Charcoal #122 Ash,0.625,1.062,0.25,,,26.79,Wood,
122AI,Rising White #122 Ash,0.625,1.062,0.25,9.07,12.88,18.03,Wood,
FC-122AI,FC Rising White #122 Ash,0.625,1.062,0.25,,,26.79,Wood,
122A1,Light Grey #122 Ash,0.625,1.062,0.25,9.07,12.88,18.03,Wood,
FC-122A1,FC Light Grey #122 Ash,0.625,1.062,0.25,,,26.79,Wood,
122A2,Medium Grey #122 Ash,0.625,1.062,0.25,9.07,12.88,18.03,Wood,
FC-122A2,FC Medium Grey #122 Ash,0.625,1.062,0.25,,,26.79,Wood,
122A3,Dark Grey #122 Ash,0.625,1.062,0.25,9.07,12.88,18.03,Wood,
FC-122A3,FC Dark Grey #122 Ash,0.625,1.062,0.25,,,26.79,Wood,
122CR,Raw #122 Cherry,0.625,1.062,0.25,3.61,5.27,8.43,Wood,
FC-122CR,FC Raw #122 Cherry,0.625,1.062,0.25,,,24.52,Wood,
122CF,Oil & Wax #122 Cherry,0.625,1.062,0.25,7.14,10.42,14.59,Wood,
FC-122CF,FC Oil & Wax #122 Cherry,0.625,1.062,0.25,,,25.21,Wood,
122CL,Clear Lacquer #122 Cherry,0.625,1.062,0.25,9.04,13.2,18.48,Wood,
FC-122CL,FC Clear Lacquer #122 Cherry,0.625,1.062,0.25,,,26.58,Wood,
122CG,Aged #122 Cherry,0.625,1.062,0.25,9.04,13.2,18.48,Wood,
FC-122CG,FC Aged #122 Cherry,0.625,1.062,0.25,,,26.58,Wood,
122CQ,Antique #122 Cherry,0.625,1.062,0.25,9.04,13.2,18.48,Wood,
FC-122CQ,FC Antique #122 Cherry,0.625,1.062,0.25,,,26.58,Wood,
122CD,Black Cherry #122 Cherry,0.625,1.062,0.25,9.04,13.2,18.48,Wood,
FC-122CD,FC Black Cherry #122 Cherry,0.625,1.062,0.25,,,27.27,Wood,
122MR,Raw #122 Maple,0.625,1.062,0.25,4.11,5.67,9.07,Wood,
FC-122MR,FC Raw #122 Maple,0.625,1.062,0.25,,,24.92,Wood,
122MF,Oil & Wax #122 Maple,0.625,1.062,0.25,7.37,10.17,14.24,Wood,
FC-122MF,FC Oil & Wax #122 Maple,0.625,1.062,0.25,,,25.61,Wood,
122ML,Clear Lacquer #122 Maple,0.625,1.062,0.25,7.64,10.54,14.76,Wood,
FC-122ML,FC Clear Lacquer #122 Maple,0.625,1.062,0.25,,,25.61,Wood,
122MW,WhiteWash #122 Maple,0.625,1.062,0.25,8.7,12.01,16.81,Wood,
FC-122MW,FC WhiteWash #122 Maple,0.625,1.062,0.25,,,26.3,Wood,
122MT,White #122 Maple,0.625,1.062,0.25,7.91,10.92,15.29,Wood,
FC-122MT,FC White #122 Maple,0.625,1.062,0.25,,,26.98,Wood,
122MK,Satin Black #122 Maple,0.625,1.062,0.25,7.91,10.92,15.29,Wood,
FC-122MK,FC Satin Black #122 Maple,0.625,1.062,0.25,,,26.98,Wood,
122MA,Warm White #122 Maple,0.625,1.062,0.25,7.91,10.92,15.29,Wood,
FC-122MA,FC Warm White #122 Maple,0.625,1.062,0.25,,,26.98,Wood,
122MI,Rising White #122 Maple,0.625,1.062,0.25,7.91,10.92,15.29,Wood,
FC-122MI,FC Rising White #122 Maple,0.625,1.062,0.25,,,26.98,Wood,
122M1,Light Grey #122 Maple,0.625,1.062,0.25,7.91,10.92,15.29,Wood,
FC-122M1,FC Light Grey #122 Maple,0.625,1.062,0.25,,,26.98,Wood,
122M2,Medium Grey #122 Maple,0.625,1.062,0.25,7.91,10.92,15.29,Wood,
FC-122M2,FC Medium Grey #122 Maple,0.625,1.062,0.25,,,26.98,Wood,
122M3,Dark Grey #122 Maple,0.625,1.062,0.25,7.91,10.92,15.29,Wood,
FC-122M3,FC Dark Grey #122 Maple,0.625,1.062,0.25,,,26.98,Wood,
122M9,Wheat #122 Maple,0.625,1.062,0.25,8.7,12.01,16.81,Wood,
FC-122M9,FC Wheat #122 Maple,0.625,1.062,0.25,,,26.98,Wood,
122OR,Raw #122 Oak,0.625,1.062,0.25,3.13,4.32,6.91,Wood,
FC-122OR,FC Raw #122 Oak,0.625,1.062,0.25,,,23.57,Wood,
122OF,Oil & Wax #122 Oak,0.625,1.062,0.25,6.39,8.82,12.35,Wood,
FC-122OF,FC Oil & Wax #122 Oak,0.625,1.062,0.25,,,24.26,Wood,
122OL,Clear Lacquer #122 Oak,0.625,1.062,0.25,6.66,9.19,12.87,Wood,
FC-122OL,FC Clear Lacquer #122 Oak,0.625,1.062,0.25,,,24.26,Wood,
122WR,Raw #122 Walnut,0.625,1.062,0.25,7.81,11.4,18.24,Wood,
FC-122WR,FC Raw #122 Walnut,0.625,1.062,0.25,,,30.65,Wood,
122WF,Oil & Wax #122 Walnut,0.625,1.062,0.25,12.4,18.1,25.34,Wood,
FC-122WF,FC Oil & Wax #122 Walnut,0.625,1.062,0.25,,,31.34,Wood,
122WP,Padauk #122 Walnut,0.625,1.062,0.25,13.24,19.33,27.06,Wood,
FC-122WP,FC Padauk #122 Walnut,0.625,1.062,0.25,,,32.03,Wood,
122WB,Special Dark #122 Walnut,0.625,1.062,0.25,13.24,19.33,27.06,Wood,
FC-122WB,FC Special Dark #122 Walnut,0.625,1.062,0.25,,,32.03,Wood,
122WE,Ebony #122 Walnut,0.625,1.062,0.25,12.4,18.1,25.34,Wood,
FC-122WE,FC Ebony #122 Walnut,0.625,1.062,0.25,,,32.03,Wood,
122WK,Satin Black #122 Walnut,0.625,1.062,0.25,11.61,16.95,23.73,Wood,
FC-122WK,FC Satin Black #122 Walnut,0.625,1.062,0.25,,,31.34,Wood,
122W1,Light Grey #122 Walnut,0.625,1.062,0.25,11.61,16.95,23.73,Wood,
FC-122W1,FC Light Grey #122 Walnut,0.625,1.062,0.25,,,31.34,Wood,
122W2,Medium Grey #122 Walnut,0.625,1.062,0.25,11.61,16.95,23.73,Wood,
FC-122W2,FC Medium Grey #122 Walnut,0.625,1.062,0.25,,,31.34,Wood,
122W3,Dark Grey #122 Walnut,0.625,1.062,0.25,11.61,16.95,23.73,Wood,
FC-122W3,FC Dark Grey #122 Walnut,0.625,1.062,0.25,,,31.34,Wood,
122VR,Raw #122 White Oak,0.625,1.062,0.25,5.44,8.98,14.37,Wood,
FC-122VR,FC Raw #122 White Oak,0.625,1.062,0.25,,,29.61,Wood,
122VF,Oil & Wax #122 White Oak,0.625,1.062,0.25,8.7,14.35,20.09,Wood,
FC-122VF,FC Oil & Wax #122 White Oak,0.625,1.062,0.25,,,30.29,Wood,
122VL,Clear Lacquer #122 White Oak,0.625,1.062,0.25,9.24,15.25,21.35,Wood,
FC-122VL,FC Clear Lacquer #122 White Oak,0.625,1.062,0.25,,,30.29,Wood,
122VC,Charcoal #122 White Oak,0.625,1.062,0.25,10.87,17.94,25.12,Wood,
FC-122VC,FC Charcoal #122 White Oak,0.625,1.062,0.25,,,30.98,Wood,
122VM,Mission #122 White Oak,0.625,1.062,0.25,10.87,17.94,25.12,Wood,
FC-122VM,FC Mission #122 White Oak,0.625,1.062,0.25,,,30.98,Wood,
122V7,Bleached #122 White Oak,0.625,1.062,0.25,10.87,17.94,25.12,Wood,
FC-122V7,FC Bleached #122 White Oak,0.625,1.062,0.25,,,30.98,Wood,
130AR,Raw #130 Ash,0.5,1.312,0.188,3.67,5.21,7.82,Wood,
FC-130AR,FC Raw #130 Ash,0.5,1.312,0.188,,,24.46,Wood,
130AF,Oil & Wax #130 Ash,0.5,1.312,0.188,6.93,9.84,13.28,Wood,
FC-130AF,FC Oil & Wax #130 Ash,0.5,1.312,0.188,,,25.15,Wood,
130AL,Clear Lacquer #130 Ash,0.5,1.312,0.188,7.47,10.61,14.32,Wood,
FC-130AL,FC Clear Lacquer #130 Ash,0.5,1.312,0.188,,,25.15,Wood,
130AW,WhiteWash #130 Ash,0.5,1.312,0.188,9.37,13.31,17.97,Wood,
FC-130AW,FC WhiteWash #130 Ash,0.5,1.312,0.188,,,25.84,Wood,
130AT,White #130 Ash,0.5,1.312,0.188,9.37,13.31,17.97,Wood,
FC-130AT,FC White #130 Ash,0.5,1.312,0.188,,,27.21,Wood,
130AK,Satin Black #130 Ash,0.5,1.312,0.188,9.37,13.31,17.97,Wood,
FC-130AK,FC Satin Black #130 Ash,0.5,1.312,0.188,,,27.21,Wood,
130AA,Warm White #130 Ash,0.5,1.312,0.188,9.37,13.31,17.97,Wood,
FC-130AA,FC Warm White #130 Ash,0.5,1.312,0.188,,,27.21,Wood,
130AC,Charcoal #130 Ash,0.5,1.312,0.188,9.37,13.31,17.97,Wood,
FC-130AC,FC Charcoal #130 Ash,0.5,1.312,0.188,,,27.21,Wood,
130AI,Rising White #130 Ash,0.5,1.312,0.188,9.37,13.31,17.97,Wood,
FC-130AI,FC Rising White #130 Ash,0.5,1.312,0.188,,,27.21,Wood,
130A1,Light Grey #130 Ash,0.5,1.312,0.188,9.37,13.31,17.97,Wood,
FC-130A1,FC Light Grey #130 Ash,0.5,1.312,0.188,,,27.21,Wood,
130A2,Medium Grey #130 Ash,0.5,1.312,0.188,9.37,13.31,17.97,Wood,
FC-130A2,FC Medium Grey #130 Ash,0.5,1.312,0.188,,,27.21,Wood,
130A3,Dark Grey #130 Ash,0.5,1.312,0.188,9.37,13.31,17.97,Wood,
FC-130A3,FC Dark Grey #130 Ash,0.5,1.312,0.188,,,27.21,Wood,
130CR,Raw #130 Cherry,0.5,1.312,0.188,4.06,5.93,8.9,Wood,
FC-130CR,FC Raw #130 Cherry,0.5,1.312,0.188,,,25.18,Wood,
130CF,Oil & Wax #130 Cherry,0.5,1.312,0.188,7.59,11.08,14.96,Wood,
FC-130CF,FC Oil & Wax #130 Cherry,0.5,1.312,0.188,,,25.87,Wood,
130CL,Clear Lacquer #130 Cherry,0.5,1.312,0.188,9.49,13.86,18.71,Wood,
FC-130CL,FC Clear Lacquer #130 Cherry,0.5,1.312,0.188,,,27.24,Wood,
130CG,Aged #130 Cherry,0.5,1.312,0.188,9.49,13.86,18.71,Wood,
FC-130CG,FC Aged #130 Cherry,0.5,1.312,0.188,,,27.24,Wood,
130CQ,Antique #130 Cherry,0.5,1.312,0.188,9.49,13.86,18.71,Wood,
FC-130CQ,FC Antique #130 Cherry,0.5,1.312,0.188,,,27.24,Wood,
130CD,Black Cherry #130 Cherry,0.5,1.312,0.188,9.49,13.86,18.71,Wood,
FC-130CD,FC Black Cherry #130 Cherry,0.5,1.312,0.188,,,27.93,Wood,
130MR,Raw #130 Maple,0.5,1.312,0.188,4.34,5.99,8.98,Wood,
FC-130MR,FC Raw #130 Maple,0.5,1.312,0.188,,,25.24,Wood,
130MF,Oil & Wax #130 Maple,0.5,1.312,0.188,7.6,10.49,14.16,Wood,
FC-130MF,FC Oil & Wax #130 Maple,0.5,1.312,0.188,,,25.93,Wood,
130ML,Clear Lacquer #130 Maple,0.5,1.312,0.188,7.87,10.86,14.66,Wood,
FC-130ML,FC Clear Lacquer #130 Maple,0.5,1.312,0.188,,,25.93,Wood,
130MW,WhiteWash #130 Maple,0.5,1.312,0.188,8.93,12.32,16.63,Wood,
FC-130MW,FC WhiteWash #130 Maple,0.5,1.312,0.188,,,26.62,Wood,
130MT,White #130 Maple,0.5,1.312,0.188,8.14,11.23,15.16,Wood,
FC-130MT,FC White #130 Maple,0.5,1.312,0.188,,,27.3,Wood,
130MK,Satin Black #130 Maple,0.5,1.312,0.188,8.14,11.23,15.16,Wood,
FC-130MK,FC Satin Black #130 Maple,0.5,1.312,0.188,,,27.3,Wood,
130MA,Warm White #130 Maple,0.5,1.312,0.188,8.14,11.23,15.16,Wood,
FC-130MA,FC Warm White #130 Maple,0.5,1.312,0.188,,,27.3,Wood,
130MI,Rising White #130 Maple,0.5,1.312,0.188,8.14,11.23,15.16,Wood,
FC-130MI,FC Rising White #130 Maple,0.5,1.312,0.188,,,27.3,Wood,
130M1,Light Grey #130 Maple,0.5,1.312,0.188,8.14,11.23,15.16,Wood,
FC-130M1,FC Light Grey #130 Maple,0.5,1.312,0.188,,,27.3,Wood,
130M2,Medium Grey #130 Maple,0.5,1.312,0.188,8.14,11.23,15.16,Wood,
FC-130M2,FC Medium Grey #130 Maple,0.5,1.312,0.188,,,27.3,Wood,
130M3,Dark Grey #130 Maple,0.5,1.312,0.188,8.14,11.23,15.16,Wood,
FC-130M3,FC Dark Grey #130 Maple,0.5,1.312,0.188,,,27.3,Wood,
130M9,Wheat #130 Maple,0.5,1.312,0.188,8.93,12.32,16.63,Wood,
FC-130M9,FC Wheat #130 Maple,0.5,1.312,0.188,,,27.3,Wood,
130WR,Raw #130 Walnut,0.5,1.312,0.188,8.42,12.29,18.43,Wood,
FC-130WR,FC Raw #130 Walnut,0.5,1.312,0.188,,,31.54,Wood,
130WF,Oil & Wax #130 Walnut,0.5,1.312,0.188,13.01,18.99,25.64,Wood,
FC-130WF,FC Oil & Wax #130 Walnut,0.5,1.312,0.188,,,32.23,Wood,
130WP,Padauk #130 Walnut,0.5,1.312,0.188,13.85,20.22,27.3,Wood,
FC-130WP,FC Padauk #130 Walnut,0.5,1.312,0.188,,,32.92,Wood,
130WB,Special Dark #130 Walnut,0.5,1.312,0.188,13.85,20.22,27.3,Wood,
FC-130WB,FC Special Dark #130 Walnut,0.5,1.312,0.188,,,32.92,Wood,
130WE,Ebony #130 Walnut,0.5,1.312,0.188,13.01,18.99,25.64,Wood,
FC-130WE,FC Ebony #130 Walnut,0.5,1.312,0.188,,,32.92,Wood,
130WK,Satin Black #130 Walnut,0.5,1.312,0.188,12.22,17.84,24.08,Wood,
FC-130WK,FC Satin Black #130 Walnut,0.5,1.312,0.188,,,32.23,Wood,
130W1,Light Grey #130 Walnut,0.5,1.312,0.188,12.22,17.84,24.08,Wood,
FC-130W1,FC Light Grey #130 Walnut,0.5,1.312,0.188,,,32.23,Wood,
130W2,Medium Grey #130 Walnut,0.5,1.312,0.188,12.22,17.84,24.08,Wood,
FC-130W2,FC Medium Grey #130 Walnut,0.5,1.312,0.188,,,32.23,Wood,
130W3,Dark Grey #130 Walnut,0.5,1.312,0.188,12.22,17.84,24.08,Wood,
FC-130W3,FC Dark Grey #130 Walnut,0.5,1.312,0.188,,,32.23,Wood,
130VR,Raw #130 White Oak,0.5,1.312,0.188,5.8,9.57,14.36,Wood,
FC-130VR,FC Raw #130 White Oak,0.5,1.312,0.188,,,30.2,Wood,
130VF,Oil & Wax #130 White Oak,0.5,1.312,0.188,9.06,14.95,20.18,Wood,
FC-130VF,FC Oil & Wax #130 White Oak,0.5,1.312,0.188,,,30.88,Wood,
130VL,Clear Lacquer #130 White Oak,0.5,1.312,0.188,9.6,15.84,21.38,Wood,
FC-130VL,FC Clear Lacquer #130 White Oak,0.5,1.312,0.188,,,30.88,Wood,
130VC,Charcoal #130 White Oak,0.5,1.312,0.188,11.23,18.53,25.02,Wood,
FC-130VC,FC Charcoal #130 White Oak,0.5,1.312,0.188,,,31.57,Wood,
130VM,Mission #130 White Oak,0.5,1.312,0.188,11.23,18.53,25.02,Wood,
FC-130VM,FC Mission #130 White Oak,0.5,1.312,0.188,,,31.57,Wood,
130V7,Bleached #130 White Oak,0.5,1.312,0.188,11.23,18.53,25.02,Wood,
FC-130V7,FC Bleached #130 White Oak,0.5,1.312,0.188,,,31.57,Wood,
132AR,Raw #132 Ash,0.625,1.312,0.25,3.67,5.21,7.82,Wood,
FC-132AR,FC Raw #132 Ash,0.625,1.312,0.25,,,24.46,Wood,
132AF,Oil & Wax #132 Ash,0.625,1.312,0.25,6.93,9.84,13.28,Wood,
FC-132AF,FC Oil & Wax #132 Ash,0.625,1.312,0.25,,,25.15,Wood,
132AL,Clear Lacquer #132 Ash,0.625,1.312,0.25,7.47,10.61,14.32,Wood,
FC-132AL,FC Clear Lacquer #132 Ash,0.625,1.312,0.25,,,25.15,Wood,
132AW,WhiteWash #132 Ash,0.625,1.312,0.25,9.37,13.31,17.97,Wood,
FC-132AW,FC WhiteWash #132 Ash,0.625,1.312,0.25,,,25.84,Wood,
132AT,White #132 Ash,0.625,1.312,0.25,9.37,13.31,17.97,Wood,
FC-132AT,FC White #132 Ash,0.625,1.312,0.25,,,27.21,Wood,
132AK,Satin Black #132 Ash,0.625,1.312,0.25,9.37,13.31,17.97,Wood,
FC-132AK,FC Satin Black #132 Ash,0.625,1.312,0.25,,,27.21,Wood,
132AA,Warm White #132 Ash,0.625,1.312,0.25,9.37,13.31,17.97,Wood,
FC-132AA,FC Warm White #132 Ash,0.625,1.312,0.25,,,27.21,Wood,
132AC,Charcoal #132 Ash,0.625,1.312,0.25,9.37,13.31,17.97,Wood,
FC-132AC,FC Charcoal #132 Ash,0.625,1.312,0.25,,,27.21,Wood,
132AI,Rising White #132 Ash,0.625,1.312,0.25,9.37,13.31,17.97,Wood,
FC-132AI,FC Rising White #132 Ash,0.625,1.312,0.25,,,27.21,Wood,
132A1,Light Grey #132 Ash,0.625,1.312,0.25,9.37,13.31,17.97,Wood,
FC-132A1,FC Light Grey #132 Ash,0.625,1.312,0.25,,,27.21,Wood,
132A2,Medium Grey #132 Ash,0.625,1.312,0.25,9.37,13.31,17.97,Wood,
FC-132A2,FC Medium Grey #132 Ash,0.625,1.312,0.25,,,27.21,Wood,
132A3,Dark Grey #132 Ash,0.625,1.312,0.25,9.37,13.31,17.97,Wood,
FC-132A3,FC Dark Grey #132 Ash,0.625,1.312,0.25,,,27.21,Wood,
132CR,Raw #132 Cherry,0.625,1.312,0.25,4.06,5.93,8.9,Wood,
FC-132CR,FC Raw #132 Cherry,0.625,1.312,0.25,,,25.18,Wood,
132CF,Oil & Wax #132 Cherry,0.625,1.312,0.25,7.59,11.08,14.96,Wood,
FC-132CF,FC Oil & Wax #132 Cherry,0.625,1.312,0.25,,,25.87,Wood,
132CL,Clear Lacquer #132 Cherry,0.625,1.312,0.25,9.49,13.86,18.71,Wood,
FC-132CL,FC Clear Lacquer #132 Cherry,0.625,1.312,0.25,,,27.24,Wood,
132CG,Aged #132 Cherry,0.625,1.312,0.25,9.49,13.86,18.71,Wood,
FC-132CG,FC Aged #132 Cherry,0.625,1.312,0.25,,,27.24,Wood,
132CQ,Antique #132 Cherry,0.625,1.312,0.25,9.49,13.86,18.71,Wood,
FC-132CQ,FC Antique #132 Cherry,0.625,1.312,0.25,,,27.24,Wood,
132CD,Black Cherry #132 Cherry,0.625,1.312,0.25,9.49,13.86,18.71,Wood,
FC-132CD,FC Black Cherry #132 Cherry,0.625,1.312,0.25,,,27.93,Wood,
132MR,Raw #132 Maple,0.625,1.312,0.25,4.34,5.99,8.98,Wood,
FC-132MR,FC Raw #132 Maple,0.625,1.312,0.25,,,25.24,Wood,
132MF,Oil & Wax #132 Maple,0.625,1.312,0.25,7.6,10.49,14.16,Wood,
FC-132MF,FC Oil & Wax #132 Maple,0.625,1.312,0.25,,,25.93,Wood,
132ML,Clear Lacquer #132 Maple,0.625,1.312,0.25,7.87,10.86,14.66,Wood,
FC-132ML,FC Clear Lacquer #132 Maple,0.625,1.312,0.25,,,25.93,Wood,
132MW,WhiteWash #132 Maple,0.625,1.312,0.25,8.93,12.32,16.63,Wood,
FC-132MW,FC WhiteWash #132 Maple,0.625,1.312,0.25,,,26.62,Wood,
132MT,White #132 Maple,0.625,1.312,0.25,8.14,11.23,15.16,Wood,
FC-132MT,FC White #132 Maple,0.625,1.312,0.25,,,27.3,Wood,
132MK,Satin Black #132 Maple,0.625,1.312,0.25,8.14,11.23,15.16,Wood,
FC-132MK,FC Satin Black #132 Maple,0.625,1.312,0.25,,,27.3,Wood,
132MA,Warm White #132 Maple,0.625,1.312,0.25,8.14,11.23,15.16,Wood,
FC-132MA,FC Warm White #132 Maple,0.625,1.312,0.25,,,27.3,Wood,
132MI,Rising White #132 Maple,0.625,1.312,0.25,8.14,11.23,15.16,Wood,
FC-132MI,FC Rising White #132 Maple,0.625,1.312,0.25,,,27.3,Wood,
132M1,Light Grey #132 Maple,0.625,1.312,0.25,8.14,11.23,15.16,Wood,
FC-132M1,FC Light Grey #132 Maple,0.625,1.312,0.25,,,27.3,Wood,
132M2,Medium Grey #132 Maple,0.625,1.312,0.25,8.14,11.23,15.16,Wood,
